date,model_version,portfolio_return,cum_return
2024-09-23,v1,-0.0456230674550344,96.23853115702757
2024-09-26,v1,-0.031811040083927745,93.1452723446891
2024-09-27,v1,0.031237613947492294,96.08614601717403
2024-09-30,v1,-0.04856870802637408,91.37079733785998
2024-10-04,v1,0.013639378003800943,92.63067755926355
2024-10-07,v1,-0.0336154735062028,89.48323799840232
2024-10-10,v1,-0.10190151576992416,80.26285889459433
2024-10-11,v1,-0.06856705935369364,74.69090362551785
2024-10-14,v1,-0.04584719602252858,71.2206879298764
2024-10-17,v1,0.04346265711672218,74.35959092610642
2024-10-18,v1,-0.10465337772967309,66.47295519136296
2024-10-21,v1,-0.16670863542372033,55.22463090340501
2024-10-24,v1,-0.05083518019191137,52.3664416602067
2024-10-25,v1,-0.05516679901642826,49.42238589891613
2024-10-28,v1,-0.018595981566525678,48.48473214019965
2024-10-31,v1,0.10427001447059636,53.64450587653185
